bug_id,creation_date,component_name,product_name,short_description,long_description,reporter_name,resolution_category,status_category,bug_fix_time,severity_category,results
MESA-95180,28-04-16,Other,MESA,rasterizer/memory/Convert.h:170:9: error: ‘__builtin_isnan’ is not a member of ‘std’,"mesa: 32cb7d61a908c519641959158de0a44fd2c8a6e7 (master 11.3.0-devel)

  CXX      rasterizer/memory/libswrAVX_la-ClearTile.lo
In file included from rasterizer/memory/ClearTile.cpp:34:0:
./rasterizer/memory/Convert.h: In function ‘uint16_t Convert32To16Float(float)’:
./rasterizer/memory/Convert.h:170:9: error: ‘__builtin_isnan’ is not a member of ‘std’
     if (std::isnan(val))
         ^
./rasterizer/memory/Convert.h:170:9: note: suggested alternative:
: note:   ‘__builtin_isnan’",vlee,fixed,resolved,29,normal,0
POPPLER-102117,08-08-17,general,POPPLER,valgrind reports use of uninitialized values,"Created attachment 133379
pdf file to trigger the error message

I am using Okular and poppler both from today's git master to show a simple pdf file generated by LibreOffice.  Valgrind gives me a Conditional jump or move depends on uninitialised value(s) error.  The error occurs in the method Object::free() so this may be caused by the recent better_object merger.

Complete valgrind trace:

==978== Memcheck a memory error detector
==978== Copyright (C) 2002-2017 and GNU GPL'd by Julian Seward et al.
==978== Using Valgrind-3.13.0 and LibVEX rerun with -h for copyright info
==978== Command: /home/sander/okular-local-poppler-inst/bin/okular /home/sander/tmp/hallo-welt.pdf
==978== 
==978== Thread 5 Okular::TextPage:
==978== Conditional jump or move depends on uninitialised value(s)
==978==    at 0x23454341: Object::free() (Object.cc:129)
==978==    by 0x23472C7F: setToNull (Object.h:177)
==978==    by 0x23472C7F: XRef::copy() (XRef.cc:426)
==978==    by 0x23459AE0: Page::displaySlice(OutputDev* double double int bool bool int int int int bool bool (*)(void*) void* bool (*)(Annot* void*) void* bool) (Page.cc:547)
==978==    by 0x230DB57C: Poppler::Page::textList(Poppler::Page::Rotation) const (poppler-page.cc:587)
==978==    by 0x22E5F8D9: PDFGenerator::textPage(Okular::Page*) (in /home/sander/okular-local-poppler-inst/lib/x86_64-linux-gnu/plugins/okular/generators/okularGenerator_poppler.so)
==978==    by 0x1CA9F966: Okular::TextPageGenerationThread::run() (in /home/sander/okular-local-poppler/build/libOkular5Core.so.7.0.0)
==978==    by 0x8A9AC27: ??? (in /usr/lib/x86_64-linux-gnu/libQt5Core.so.5.7.1)
==978==    by 0xAAE2293: start_thread (pthread_create.c:333)
==978==    by 0x983EA8E: clone (clone.S:97)
==978== 
==978== Thread 4 Okular::PixmapGe:
==978== Conditional jump or move depends on uninitialised value(s)
==978==    at 0x23454341: Object::free() (Object.cc:129)
==978==    by 0x23472C7F: setToNull (Object.h:177)
==978==    by 0x23472C7F: XRef::copy() (XRef.cc:426)
==978==    by 0x23459AE0: Page::displaySlice(OutputDev* double double int bool bool int int int int bool bool (*)(void*) void* bool (*)(Annot* void*) void* bool) (Page.cc:547)
==978==    by 0x230DC222: Poppler::Page::renderToImage(double double int int int int Poppler::Page::Rotation) const (poppler-page.cc:369)
==978==    by 0x22E5F34C: PDFGenerator::image(Okular::PixmapRequest*) (in /home/sander/okular-local-poppler-inst/lib/x86_64-linux-gnu/plugins/okular/generators/okularGenerator_poppler.so)
==978==    by 0x1CA9F7FC: Okular::PixmapGenerationThread::run() (in /home/sander/okular-local-poppler/build/libOkular5Core.so.7.0.0)
==978==    by 0x8A9AC27: ??? (in /usr/lib/x86_64-linux-gnu/libQt5Core.so.5.7.1)
==978==    by 0xAAE2293: start_thread (pthread_create.c:333)
==978==    by 0x983EA8E: clone (clone.S:97)
==978== 
==978== Thread 1:
==978== Syscall param writev(vector[...]) points to uninitialised byte(s)
==978==    at 0x9836E4D: ??? (syscall-template.S:84)
==978==    by 0xB6AC41C: ??? (in /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0)
==978==    by 0xB6AC81C: ??? (in /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0)
==978==    by 0xB6ACAB6: ??? (in /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0)
==978==    by 0xB6AD2CB: xcb_flush (in /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0)
==978==    by 0x139E5C9F: QXcbWindow::hide() (in /usr/lib/x86_64-linux-gnu/libQt5XcbQpa.so.5.7.1)
==978==    by 0x852EDAB: QWindow::setVisible(bool) (in /usr/lib/x86_64-linux-gnu/libQt5Gui.so.5.7.1)
==978==    by 0x7F669F6: QWidgetPrivate::hide_sys() (in /usr/lib/x86_64-linux-gnu/libQt5Widgets.so.5.7.1)
==978==    by 0x7F6D03C: QWidgetPrivate::hide_helper() (in /usr/lib/x86_64-linux-gnu/libQt5Widgets.so.5.7.1)
==978==    by 0x7F71A5F: QWidget::setVisible(bool) (in /usr/lib/x86_64-linux-gnu/libQt5Widgets.so.5.7.1)
==978==    by 0x7F6D4D7: QWidgetPrivate::close_helper(QWidgetPrivate::CloseMode) (in /usr/lib/x86_64-linux-gnu/libQt5Widgets.so.5.7.1)
==978==    by 0x8099880: ??? (in /usr/lib/x86_64-linux-gnu/libQt5Widgets.so.5.7.1)
==978==  Address 0x13417751 is 4545 bytes inside a block of size 21152 alloc'd
==978==    at 0x4C2DC05: calloc (vg_replace_malloc.c:711)
==978==    by 0xB6ABDCB: xcb_connect_to_fd (in /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0)
==978==    by 0xB6AFD28: xcb_connect_to_display_with_auth_info (in /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0)
==978==    by 0xB39FE89: _XConnectXCB (in /usr/lib/x86_64-linux-gnu/libX11.so.6.3.0)
==978==    by 0xB390BC1: XOpenDisplay (in /usr/lib/x86_64-linux-gnu/libX11.so.6.3.0)
==978==    by 0x139D06A4: QXcbConnection::QXcbConnection(QXcbNativeInterface* bool unsigned int char const*) (in /usr/lib/x86_64-linux-gnu/libQt5XcbQpa.so.5.7.1)
==978==    by 0x139D3E5D: QXcbIntegration::QXcbIntegration(QStringList const& int& char**) (in /usr/lib/x86_64-linux-gnu/libQt5XcbQpa.so.5.7.1)
==978==    by 0x40274AC: ??? (in /usr/lib/x86_64-linux-gnu/qt5/plugins/platforms/libqxcb.so)
==978==    by 0x851042C: QPlatformIntegrationFactory::create(QString const& QStringList const& int& char** QString const&) (in /usr/lib/x86_64-linux-gnu/libQt5Gui.so.5.7.1)
==978==    by 0x851E767: QGuiApplicationPrivate::createPlatformIntegration() (in /usr/lib/x86_64-linux-gnu/libQt5Gui.so.5.7.1)
==978==    by 0x851F2EC: QGuiApplicationPrivate::createEventDispatcher() (in /usr/lib/x86_64-linux-gnu/libQt5Gui.so.5.7.1)
==978==    by 0x8C6DCCE: QCoreApplicationPrivate::init() (in /usr/lib/x86_64-linux-gnu/libQt5Core.so.5.7.1)
==978== 
No frame loaded
No frame loaded
No frame loaded
==978== 
==978== HEAP SUMMARY:
==978==     in use at exit: 381719 bytes in 4803 blocks
==978==   total heap usage: 265082 allocs 260279 frees 109539013 bytes allocated
==978== 
==978== LEAK SUMMARY:
==978==    definitely lost: 7416 bytes in 38 blocks
==978==    indirectly lost: 9681 bytes in 165 blocks
==978==      possibly lost: 0 bytes in 0 blocks
==978==    still reachable: 364622 bytes in 4600 blocks
==978==         suppressed: 0 bytes in 0 blocks
==978== Rerun with --leak-check=full to see details of leaked memory
==978== 
==978== For counts of detected and suppressed errors rerun with: -v
==978== Use --track-origins=yes to see where uninitialised values come from
==978== ERROR SUMMARY: 71 errors from 3 contexts (suppressed: 0 from 0)",oliver.sander,fixed,resolved,0,minor,3
XORG-17011,06-08-08,Server/Input/XKB,XORG,setxkbmap hangs X server in Popen(/usr/bin/xkbcomp...),"Created attachment 18160
gdb backtrace of the xserver

When I try to use setxkbmap the X server hangs and uses 99% CPU
Parameters to setxkbmap do not change the effect.

This is the command that is run by the Xserver:
\/usr/bin/xkbcomp\ -w 1 \-R/usr/share/X11/xkb\ -xkm \-\ -em1 \The XKEYBOARD keymap compiler (xkbcomp) reports:\ -emp \> \ -eml \Errors from xkbcomp are not fatal to the X server\ \/var/lib/xkb/server-0.xkm\ 

running it manually with 'eval \/usr/bin/xkbcomp\ -w1 ...' the command itself hangs. No cpu usage no disk usage.",jradmacher,fixed,resolved,0,normal,0
LIBFPRINT-56715,03-11-12,libfprint,LIBFPRINT,AES2501 driver improvements,"AES2501 driver needs some image improvements:

* image contrast is not as good as on AES2550
* driver stops scan immediately after empty frame was received but sometimes we get empty frames in the middle of scan",anarsoul,fixed,resolved,2,normal,0
DRI-105343,05-03-18,DRM/Intel,DRI,[CI] igt@gem_exec_schedule@pi-ringfull-bsd2 - fail - Failed assertion: __execbuf(fd &execbuf) == -4,"(gem_exec_schedule:1270) major: Test assertion failure function test_pi_ringfull file gem_exec_schedule.c:898:
(gem_exec_schedule:1270) major: Failed assertion: __execbuf(fd &execbuf) == -4
(gem_exec_schedule:1270) major: Last errno: 4 Interrupted system call
(gem_exec_schedule:1270) major: error: 0 != -4
Subtest pi-ringfull-bsd2 failed.

https://intel-gfx-ci.01.org/tree/drm-tip/CI_DRM_3856/shard-kbl2/igt@gem_exec_schedule@pi-ringfull-bsd2.html",martin.peres,fixed,closed,2,normal,0
DRI-86962,03-12-22,DRM/Intel,DRI,[HSW/BDW Regression]igt/kms_flip/vblank-vs-hang causes system hang,"==System Environment==
--------------------------
Regression: Yes.
Good commit on -next-queued: 65fa5f773196ccc88c4aae43ece9119f092c20a6(2014_11_26)

Non-working platforms: HSW

==kernel==
--------------------------
origin/drm-intel-nightly: 2014_12_03(fa",jinxianx.guo,fixed,closed,2,major,2
DRI-100187,13-03-17,DRM/Intel,DRI,[IVB] Text corruption in Gedit,"Created attachment 130203
screenshot of corruption

Bug description:
When dragging the window width handle back and forth the text in the window can become corrupted as in the screenshot or can also become blacked out.

System environment:
-- chipset: IVB
-- system architecture: 64-bit
-- xf86-video-intel: 2.99.917+git20161206-1
-- xserver: X.Org X Server 1.19.2
-- mesa: OpenGL core profile version string: 3.3 (Core Profile) Mesa 13.0.5
-- libdrm: Version: 2.4.74
-- kernel: 4.9.0-2-amd64
-- Linux distribution: Debian Stretch
-- Machine or mobo model:
-- Display connector: DVI

Reproducing steps:
Grab the handle on the left or right side and pull the window size in either direction

Additional info:",brandonjsnider,fixed,closed,145,normal,0
DRI-91805,30-08-15,DRM/Intel,DRI,Graphics corruption - stuck on render ring,"On an HP Mini 110 running Arch Linux I am seeing regular graphics corruption (up to several times an hour). Dmesg has the message stuck on render ring and requests filling a new bug report.

All existing rendered elements become largely garbled. Reloading a page will render correctly but existing UI elements stay corrupted. Usually have to reboot to clear properly (not tried log out/in).

Typical usage is running Mate desktop and Firefox.

uname - a == Linux MyPCName 4.1.5-1-ARCH #1 SMP PREEMPT Tue Aug 11 15:56:51 CEST 2015 i686 GNU/Linux",simon,fixed,closed,446,normal,0
DBUS-71187,03-11-13,core,DBUS,Dbus Selinux:get selinux class value and access perm from selinux policy,"Created attachment 88559
modify the original code to get the selinux class value and perm from seinux policy

When I use Fedora 19 to write some selinux policy based on MDP which is  provided by kernel.There is something wrong with dbus the error message in dmesg is SELinux:  Invalid class 52 and I found the definition of dbus in falsk.h is #define SECCLASS_DBUS  52.
Because current dbus's code use the harded code selinux class value the definition of dbus class must be 52nd in every selinux policy.
SELinux can dynamically discover class and permission values upon policy load the order for the selilnux class is not important.
I think we should get the class value and perm access vector bit according to the selinux policy instead of the hard coded value from flask.h and av_permission.h.

What do you think of it?The attachment is the code that I have modified to achieve this function.",osmond.sun,fixed,resolved,4,normal,0
DRI-88392,14-01-15,DRM/Intel,DRI,[BSW] igt/gem_exec_big fails,"Created attachment 112202
dmesg

==System Environment==
--------------------------
Regression: yes(IGT)
good commit: 25cf0551c7d210c8c085c109891dc97a2cc61e27
bad commit: 5fb26d1469f95ea93df2f047f57c0cdcf27da5d7

Non-working platforms: PNV

==kernel==
--------------------------
Latest drm-intel-nightly kernel and patch https://bugs.freedesktop.org/show_bug.cgi?id=88191#c9

==Bug detailed description==
-----------------------------
It also has bug 88191 it fixed on igt 25cf055 by  patch https://bugs.freedesktop.org/show_bug.cgi?id=88191#c9  apply the patch and test on the latest igt it will report following fail.

output:
IGT-Version: 1.9-g5fb26d1 (i686) (Linux: 3.19.0-rc4_kcloud_d574c4_20150113+ i686)
Test assertion failure function gem_execbuf file ioctl_wrappers.c:437:
Failed assertion: ret == 0
Last errno: 28 No space left on device


==Reproduce steps==
---------------------------- 
1. ./gem_exec_big",huax.lu,fixed,closed,638,normal,0
LIBREOFFICE-46923,03-03-12,Spreadsheet,LIBREOFFICE,CRASH EDITING Thai text,"Created attachment 57959
Problem description with sample data

LibreOffice crashes by some Thai character sequence input in Calc

LibreOffice 3.5.0rc3 under Windows 7 Professional.

While using Calc and keying in some specific pattern of mixed Thai and English texts at the Input Line the whole LibreOffice application i.e. all opened Calc files Writer files etc. crash with the last entry of a specific Thai character string. See attached file for detail.

Other minor problem with Thai characters which might relate to this bug.
1. Cell content starting with Thai character is displayed right aligned. It should be left-aligned by default.
2. Some character combinations cause Input Line Tab name Input Line of Rename Sheet pop-up window to display strange characters.
3. Some long mixed Thai-English text are displayed with wrongly-spaced characters at the Input Line.",panyazone,fixed,resolved,17,major,2
UDISKS-24665,21-10-09,general,UDISKS,please add time stamps for devkit-disks --monitor,"devkit-disks --monitor is helpful to debug user problems.
It would imho be even more helpful if every event had a timestamp like e.g. gnome-power-manager --verbose does",mbiebl,fixed,resolved,1073,normal,0
MESA-33221,17-01-11,Other,MESA,Configure incorrectly determines whether C++ compiler understands -fvisibility=hidden,When Configure attempts to determin whether the C++ compiler understands -fvisibility=hidden it always concludes that it does.  This is because it does the test link using the C compiler with CFLAGS which at that time does not contain -fvisibility=hidden.  The test adds -fvisibility=hidden to CXXFLAGS but that does not get used in the test compile.,bryanh,fixed,resolved,579,normal,0
FREEDESKTOP.ORG-9198,29-11-06,Wiki,FREEDESKTOP.ORG,upgrade wiki,"your wiki is from stoneage. I strongly suggest to upgrade. If help is needed I
can  do some help because I know Moin wiki quite well.

Thilo",thilopfennig,fixed,resolved,460,normal,0
POPPLER-34053,08-02-11,general,POPPLER,Poppler ignores rendering intents and always uses INTENT_RELATIVE_COLORIMETRIC,"Currently all color transforms have INTENT_RELATIVE_COLORIMETRIC hard coded as the intent.  This is contrary to the PDF specification since intent should be pulled from the dictionary and transforms should be created and cashed for each object with a different intent.

I know this is complex but it will be needed for the new color managed PDF printing work flow on Linux.  OpenPrinting.org is in the process of starting testing of this and there are currently plans to include this in Ubuntu Natty.  But without a correct implementation of rendering intents it may not be a workable solution.",hvengel,fixed,resolved,967,normal,0
LIBREOFFICE-84000,17-09-14,Presentation,LIBREOFFICE,Improve precision of the VCL Timer on Windows,Impress rendering appears to be rate-limited by the VCL main-loop at 65 fps.,michael.meeks,fixed,resolved,6,normal,0
XORG-15072,16-03-08,App/other,XORG,xorg/build/xorg/app/xmessage - Compile warning fixes,"Declare xmessage.c:detab as static to avoid warning about missing prototype.
  Also remove CVS id variable and the printing of it in xmessage -help.",pcpa,fixed,resolved,256,normal,0
WAYLAND-101743,10-07-17,libinput,WAYLAND,xinput disable keyboard disables touchpad too,"I have laptop with a faulty keyboard which I disable to avoid accidental presses.

> xinput disable keyboard:AT Translated Set 2 keyboard

Here is what happens:

1) I type command using same faulty keyboard due to Disable while typing touchpad gets disabled temporarily (while I am typing)

2) I finish typing command and press Enter the keyboard gets disabled as expected.

3) But the problem here is touchpad does not get re-enabled and remains disabled forever too. (because Disable while typing flag is still active)


Ofcourse I can solve this by using another keyboard to disable the laptop keyboard.

But reporting the bug because its error in code flow.

i.e. when keyboard is disabled Disable while typing should be disabled too. So that touchpad gets activated again.",anon.amish,fixed,resolved,2,normal,0
LIBREOFFICE-84061,18-09-14,Libreoffice,LIBREOFFICE,Listeners are not set correctly in SdrTextObj::ImpSetTextStyleSheetListeners,"The code in SdrTextObj::ImpSetTextStyleSheetListeners is obviously not working correctly.

The families of the stylesheets are appended to the name of the family for further usage.
An encoded string looks like STYLE_NAME|3     
The family is then extracted by copying the first (length-6) bytes e.g. STYLE_NAME in this example. Then another copy starting a position 1 is created e.g. TYLE_NAME. This string is cast to an Int32. Since this is not possible 0 is returned and the originally stored family is lost.",drtl,fixed,resolved,57,normal,0
MESA-33296,20-01-11,Drivers/DRI/r300,MESA,gnome-shell broken possibly due to glReadPixels() error,"Created attachment 42232
gnome-shell (under gdb) output

Hi!

I've been testing gnome-shell from git (clutter mutter etc. from git too).  I initially got crashing as in https://bugs.freedesktop.org/show_bug.cgi?id=32918

I updated to latest xorg & mesa from ubuntu xorg-edgers PPA  (mesa 7.11.0-git20110119) this fixes the crashing but mouse events now mostly do not work and produce warnings like this:

(mutter:28983): Clutter-WARNING **: The required ID of 12107392 does not refer to an existing actor this usually implies that the pick() of an actor is not correctly implemented or that there is an error in the glReadPixels() implementation of the GL driver.

Clutter bug on this issue: https://bugs.freedesktop.org//show_bug.cgi?id=24408",ssssam,fixed,resolved,20,normal,0
DRI-48753,16-04-12,DRM/Intel,DRI,[SNB regression rc6] Oglc glsl-bif-tex-lod(advanced.glsl130.textureLod.array1d) causes system hang with fixes kernel,"System Environment:
--------------------------
Arch:            X86_64
Platform:        Sandybridge
Libdrm:		(master)2.4.33-12-g292da616fe1f936ca78a3fa8e1b1b19883e343b6
Mesa:		(8.0)9f150ffe8ee5f184861a377637091e4f06210927
Kernel:	        (drm-intel-fixes) 15a13bbdffb0d6288a5dd04aee9736267da1335f

Bug detailed description:
-----------------------------
It happens on Sandybridge with drm-intel-fixes kernel.It doesn't happen on queued kernel.
The lastest known good commit:b250da79a0c972ef7f6d58ebd1083cab066e6c82
The lastest konwn bad commit:15a13bbdffb0d6288a5dd04aee9736267da1335f

Reproduce steps:
----------------------------
1. start X
2. ./oglconform -z -suite all -v 2 -D 125 -test glsl-bif-tex-lod advanced.glsl130.textureLod.array1d",huax.lu,fixed,closed,24,major,2
MESA-70581,17-10-13,EGL,MESA,./autogen.sh warnings in Mesa build system since commit 4e9028b,"Introduced with
http://cgit.freedesktop.org/mesa/mesa/commit/?id=4e9028b

./autogen.sh

src/gallium/state_trackers/egl/Makefile.sources:20: warning: variable 'gdi_SOURCES' is defined but no program or
src/gallium/state_trackers/egl/Makefile.sources:20: library has 'gdi' as canonical name (possible typo)
src/gallium/state_trackers/egl/Makefile.am:25:   'src/gallium/state_trackers/egl/Makefile.sources' included from here
src/gallium/state_trackers/egl/Makefile.sources:10: warning: variable 'android_SOURCES' is defined but no program or
src/gallium/state_trackers/egl/Makefile.sources:10: library has 'android' as canonical name (possible typo)
src/gallium/state_trackers/egl/Makefile.am:25:   'src/gallium/state_trackers/egl/Makefile.sources' included from here",johannesobermayr,fixed,resolved,30,normal,0
PULSEAUDIO-90489,17-05-15,modules,PULSEAUDIO,[regression] DYNAMIC_LATENCY introduced in module-combine causes a race contition between pa_sink_render_into_full and sink_update_requested_latency_cb in alsa-sink.c,"When sink_update_requested_latency() in src/modules/module-combine-sink.c:790 is called it posts a SINK_INPUT_MESSAGE_SET_REQUESTED_LATENCY message to all of it's output sinks. If one of the sinks is created by module-alsa-sink sink_update_requested_latency_cb() in src/alsa/alsa-sink.c:1507 is called to handle the latency change. This function except updating the latency sometimes also creates a rewind request. 

If the rewind request gets processed before the pa_sink_render_into_full() is called everything will work as supposed. However if not the !s->thread_info.rewind_requested assertion is being triggered on src/pulsecore/sink.c:1323 causing whole server to abort.

Commit that introduced this is here: http://cgit.freedesktop.org/pulseaudio/pulseaudio/commit/?id=23f120aabbf4d48d7012e196cf95d89ec6b6d8c8

Here's the part of PulseAudio's output:

[...]
I: [pulseaudio] protocol-native.c: Requested tlength=27211 ms minreq=2000 ms
D: [pulseaudio] protocol-native.c: Adjust latency mode enabled configuring sink latency to half of overall latency.
D: [pulseaudio] protocol-native.c: Requested latency=11605 ms Received latency=11605 ms
D: [pulseaudio] memblockq.c: memblockq requested: maxlength=4194304 tlength=27528 base=4 prebuf=24004 minreq=3528 maxrewind=0
D: [pulseaudio] memblockq.c: memblockq sanitized: maxlength=4194304 tlength=27528 base=4 prebuf=24004 minreq=3528 maxrewind=0
I: [pulseaudio] protocol-native.c: Final latency 27211 ms = 11605 ms + 2*2000 ms + 11605 ms
D: [combine] module-combine-sink.c: Sink update requested latency 11605
D: [combine] protocol-native.c: max_request changed trying to update from 27528 to 42336.
D: [combine] protocol-native.c: Notifying client about increased tlength
D: [alsa-sink-CX20757 Analog] alsa-sink.c: Latency set to 11605ms
D: [alsa-sink-CX20757 Analog] alsa-sink.c: hwbuf_unused=332300
D: [alsa-sink-CX20757 Analog] alsa-sink.c: setting avail_min=87311
D: [alsa-sink-CX20757 Analog] module-combine-sink.c: Sink input update max request 20468
D: [alsa-sink-CX20757 Analog] alsa-sink.c: Requesting rewind due to latency change.
D: [combine] module-combine-sink.c: Sink update max request 20468
E: [alsa-sink-CX20757 Analog] sink.c: Assertion '!s->thread_info.rewind_requested' failed at pulsecore/sink.c:1239 

The assertion is almost always triggered when following conditions are met:

- /etc/pulse/default.pa contains:

# alsa_output.pci-0000_00_14.2.analog-stereo is the name of default output sink
load-module module-combine-sink sink_name=media slaves=alsa_output.pci-0000_00_14.2.analog-stereo resample_method=speex-float-1 format=s16le rate=44100 channels=2 
load-module module-sine sink=media frequency=440

set-default-source media.monitor

- module-sine's outputs to the sink created by module-combine-sink and is muted
- Audacity is starting while some program (Rhythmbox in my case) is playing sounds using the native protocol.",marcel132132,fixed,resolved,65,normal,0
DRI-73040,26-12-13,DRM/Intel,DRI,[BDW]igt/pm_rps fails,"System Environment:
--------------------------
Platform: Broadwell
kernel:   (drm-intel-nightly)5f7867f14f8b3688584f4bf589fe4b8aa8c718b3

Bug detailed description:
---------------------------
It always fails on Broadwell with -nightly -queued -fixes kernel.

output:
IGT-Version: 1.5-g72fe2b6 (x86_64) (Linux: 3.13.0-rc1_drm-intel-nightly_050ccd_20131206+ x86_64)
Test assertion failure function checkit file pm_rps.c:110:
Last errno: 22 Invalid argument
Failed assertion: 0

Reproduce steps:
-------------------------
1../pm_rps",huax.lu,fixed,closed,0,normal,0
PORTLAND-8162,06-09-06,xdg-utils,PORTLAND,New application fails to show up in gnome menu,"When installed as user and ~/.local/share/applications didn't exist at the 
time gnome-panel was started.
SUSE 10.0 / gnome 2.12",bastian,fixed,resolved,0,normal,0
MESA-94909,12-04-16,Mesa core,MESA,[llvmpipe] piglit fs-roundEven-float regression,"mesa: 35ade36c88e5aaa0b18c3cc911d9a4de3a60a80b (master 11.3.0-devel)

$ ./bin/shader_runner generated_tests/spec/glsl-1.30/execution/built-in-functions/fs-roundEven-float.shader_test -auto
Probe color at (360)
  Expected: 0.000000 1.000000 0.000000 1.000000
  Observed: 1.000000 0.000000 0.000000 1.000000
Probe color at (600)
  Expected: 0.000000 1.000000 0.000000 1.000000
  Observed: 1.000000 0.000000 0.000000 1.000000
PIGLIT: {result: fail }


e4f01da15d8c6ce3e8c77ff3ff3d2ce2574a3f7b is the first bad commit
commit e4f01da15d8c6ce3e8c77ff3ff3d2ce2574a3f7b
Author: Jose Fonseca 
Date:   Fri Apr 1 11:50:28 2016 +0100

    gallivm: Prefer backend agnostic intrinsic for rounding.
    
    We could unconditionally use these instrinsics but performance with SSE2
    would suck as LLVM falls back to calling libm.
    
    lp_test_arit.
    
    Reviewed-by: Roland Scheidegger 

:040000 040000 0f7b55e9ae1e5faa3e9ee24d5ab66605e5be096d 09bf79b798b6210887add905b1f91d8587b58bc2 M	src
bisect run success",vlee,fixed,resolved,1,normal,0
XORG-2540,14-02-05,Server/General,XORG,X server crash- 'unresolved function' when starting xpdf,"My machine is mostly SuSE 8.2 with a number of added new packages including
KDE 3.3.  

I've installed the new 6.8.2 release and I'm seeing the X server crash and die
with the singularly uninformative error:

'An unresolved function was called'

I can cause it every time when running xpdf which leads me to suspect font
rendering problems.  I have tried compiles with both my system freetype2
libraries and the included one but the problem remains.  Any clues?",djm,fixed,resolved,738,major,2
MESA-33433,24-01-11,Mesa core,MESA,.type directives in glapi_x86.S miss required @ character,"Created attachment 42410
Add @ char before type specifier

While building Mesa with the trunk version of clang using its
integrated assembler it complains about the .type directives in
glapi_x86.S:

clang -c -I. -I../../../include -I../../../include/GL/internal -I../../../src/mesa -I../../../src/mesa/glapi -I/usr/local/include -I/usr/local/include/drm   -I/usr/local/include   -D_THREAD_SAFE -I/usr/local/include   -I/usr/local/include -O2 -pipe -fno-strict-aliasing -Wall -Wmissing-prototypes -std=c99 -ffast-math -fno-strict-aliasing  -fPIC  -DUSE_X86_ASM -DUSE_MMX_ASM -DUSE_3DNOW_ASM -DUSE_SSE_ASM -DHAVE_POSIX_MEMALIGN -DUSE_XCB -DPTHREADS -DUSE_EXTERNAL_DXTN_LIB=1 -DIN_DRI_DRIVER -DHAVE_ALIAS -DGLX_INDIRECT_RENDERING -DGLX_DIRECT_RENDERING -DXF86VIDMODE -D_REENTRANT -UIN_DRI_DRIVER -DDEFAULT_DRIVER_DIR=\/usr/local/lib/dri\  ../../../src/mesa/x86/glapi_x86.S -o ../../../src/mesa/x86/glapi_x86.o
/tmp/cc-vj1ww7.s:30:50: error: expected '@' or '%' before type
 .balign 16 .globl glNewList  .type glNewList function glNewList: movl _glapi_Dispatch%eax  testl %eax%eax  je 1f  jmp *4 * 0(%eax)  1: call _x86_get_dispatch  jmp *4 * 0(%eax)
                                                 ^

These .type directives are expanded from the GLOBL_FN macro in the same
file:

#define GLOBL_FN(x) GLOBL x  .type x function

However the actual type specifier following the comma should normally
be preceded by an '@' character.  For reference see the binutils
documentation about the .type directive here:

  http://sourceware.org/binutils/docs/as/Type.html

Most of the other .S files in Mesa also use an '@' character so I would
like to propose to do the same here for portability between assemblers.
Since this particular .S file seems to be generated from gl_x86_asm.py
I have also updated that script to match.",dimitry,fixed,resolved,1,normal,0
LIBREOFFICE-59516,17-01-13,Database,LIBREOFFICE,FILEOPEN: Native MySQL-connector  couldnt be installed under Windows in LO 4.0,"With windows you could install and work with mysql-connector-ooo-1.0.1-windows-intel or aoo-my-sdbc-1.1.0. Both versions couldn't be installed any more since LO 4.0 RC1:
loading component library failed: ... mysqlc.uno.dll",robert,fixed,resolved,144,normal,0
WOCKY-26961,08-03-10,General,WOCKY,WockyPorter should know its own JID.,"The connector returns a connection and the client's JID but nothing inside Wocky hangs onto that JID. So in Gabble the GabbleConnection remembers the JID but WockyPubsubNode (for example) doesn't know its own JID and hence can't provide useful helpers for subscribing to a node using your full JID or bare JID: the API user has to remember their own JID and pass it in.

Down with that sort of thing.",will,fixed,resolved,106,normal,0
FREEDESKTOP.ORG-29679,19-08-10,New Accounts,FREEDESKTOP.ORG,Account request for Mesa (r600).,"Created attachment 37987
GPG key

Name: Henri Verbeet
E-Mail: hverbeet@gmail.com
Preferred account name: hverbeet",hverbeet,fixed,resolved,1,normal,0
LIBREOFFICE-38595,23-06-11,Spreadsheet,LIBREOFFICE,FILEOPEN: thin double line cell borders invisible,"To reproduce this problem:
0. Start Calc
1. Select any cell and right click on it select there Format Cells
2. Select tab Borders
3. in left upper corner in area Line arrangement Default select second button
4. in area Line in field Style select one thick and one thin line variant
5. in field Width select 075 
6. press Ok. Cell appears with strange double border
7. press File->Save and save document
8. press File->Reload 
border around cell disappears when reload

Reproduced on LibO 3.4 on Mandriva 64 bit and Windows XP 32 bit

PS: When width greater then 075 then border not disappears but changes after reload for examble 1.0 border becomes 15 border
Border looks strange if zoom of document is too small",sasha.libreoffice,fixed,resolved,217,normal,0
